Position_ID,Symbol,Side,Volume,Time_Open,Time_Close,Price_Open,Price_Close,Profit,Commission,Swap,Magic
4387757363,USDJPYm,SELL,0.01,2026-05-06 14:00:25,2026-05-06 15:49:50,156.241,156.073,1.08,0.0,0.0,202401
4388053822,EURUSDm,SELL,0.01,2026-05-06 14:33:28,2026-05-06 16:13:40,1.1758600000000001,1.17825,2.39,0.0,0.0,202401
4387801771,BTCUSDm,SELL,0.01,2026-05-06 14:09:27,2026-05-06 16:24:10,81663.33,82350.42,6.87,0.0,0.0,202401
4388482783,USDJPYm,SELL,0.01,2026-05-06 15:50:32,2026-05-06 17:12:58,156.082,156.056,0.17,0.0,0.0,202401
4389208420,EURUSDm,SELL,0.01,2026-05-06 17:32:38,2026-05-06 17:41:11,1.1765200000000002,1.17566,-0.86,0.0,0.0,202401
4388388362,ETHUSDm,SELL,0.1,2026-05-06 15:30:31,2026-05-06 18:30:55,2412.17,2398.07,-1.41,0.0,0.0,202401
4389208433,USDJPYm,SELL,0.01,2026-05-06 17:32:38,2026-05-06 18:30:10,156.156,156.323,-1.07,0.0,0.0,202401
4389287991,BTCUSDm,SELL,0.01,2026-05-06 17:41:39,2026-05-06 18:38:01,82332.63,81860.79,-4.72,0.0,0.0,202401
4389294365,EURUSDm,SELL,0.01,2026-05-06 17:42:39,2026-05-06 18:38:03,1.1757300000000002,1.17486,-0.87,0.0,0.0,202401
4389705275,ETHUSDm,SELL,0.1,2026-05-06 18:31:39,2026-05-06 18:38:06,2396.7200000000003,2383.96,-1.27,0.0,0.0,202401
4389932745,BTCUSDm,SELL,0.01,2026-05-06 18:55:59,2026-05-06 19:37:03,81914.01,81197.76,-7.16,0.0,0.0,202401
4389932748,ETHUSDm,SELL,0.1,2026-05-06 18:55:59,2026-05-06 19:36:33,2382.92,2355.12,-2.7800000000000002,0.0,0.0,202401
4388064445,GBPUSDm,SELL,0.01,2026-05-06 14:34:28,2026-05-06 20:43:56,1.36168,1.35941,-2.27,0.0,0.0,202401
4394053894,USDJPYm,SELL,0.01,2026-05-07 12:14:33,2026-05-07 12:24:32,156.132,156.322,-1.22,0.0,0.0,202401
4394110328,USDJPYm,SELL,0.01,2026-05-07 12:27:13,2026-05-07 12:45:10,156.287,156.046,1.54,0.0,0.0,202401
4394266146,USDJPYm,SELL,0.01,2026-05-07 12:48:17,2026-05-07 14:26:46,156.104,156.335,-1.48,0.0,0.0,202401
4394661972,BTCUSDm,SELL,0.01,2026-05-07 14:08:26,2026-05-07 14:33:10,81308.46,81120.94,-1.87,0.0,0.0,202401
4394108266,ETHUSDm,SELL,0.1,2026-05-07 12:26:12,2026-05-07 19:15:51,2337.21,2312.34,2.49,0.0,0.0,202401
4394116113,GBPUSDm,SELL,0.01,2026-05-07 12:29:13,2026-05-07 15:46:07,1.3601500000000002,1.3625,2.35,0.0,0.0,202401
4394189917,EURUSDm,SELL,0.01,2026-05-07 12:39:16,2026-05-07 16:44:44,1.1762400000000002,1.17636,0.12,0.0,0.0,202401
4400042384,BTCUSDm,SELL,0.01,2026-05-08 08:25:38,2026-05-08 14:09:13,79488.04000000001,79862.14,-3.74,0.0,0.0,202401
4400045731,ETHUSDm,SELL,0.1,2026-05-08 08:26:39,2026-05-08 14:17:36,2276.38,2288.04,-1.16,0.0,0.0,202401
